,0
2471,Reading Comprehension
2472,Social Perceptiveness
2473,Speaking
2474,Writing
2475,Active Learning
2476,Learning Strategies
2477,Coordination
2478,Time Management
2479,Complex Problem Solving
2480,Operations Analysis
2481,Systems Analysis
2482,Systems Evaluation
2483,Management of Personnel Resources
2484,Negotiation
2485,Persuasion
2486,Service Orientation
2487,Social Perceptiveness
2488,Active Listening
2489,Coordination
2490,Speaking
2491,Critical Thinking
2492,Instructing
2493,Reading Comprehension
2494,Writing
2495,Complex Problem Solving
2496,Active Learning
2497,Judgment and Decision Making
2498,Learning Strategies
2499,Monitoring
2500,Negotiation
2501,Time Management
2502,Persuasion
2503,Management of Personnel Resources
2504,Reading Comprehension
2505,Active Listening
2506,Complex Problem Solving
2507,Active Learning
2508,Critical Thinking
2509,Social Perceptiveness
2510,Speaking
2511,Writing
2512,Judgment and Decision Making
2513,Science
2514,Instructing
2515,Service Orientation
2516,Systems Analysis
2517,Time Management
2518,Coordination
2519,Learning Strategies
2520,Monitoring
2521,Negotiation
2522,Persuasion
2523,Systems Evaluation
2524,Speaking
2525,Instructing
2526,Active Listening
2527,Learning Strategies
2528,Reading Comprehension
2529,Writing
2530,Active Learning
2531,Critical Thinking
2532,Monitoring
2533,Complex Problem Solving
2534,Judgment and Decision Making
2535,Social Perceptiveness
2536,Time Management
2537,Systems Analysis
2538,Systems Evaluation
2539,Coordination
2540,Mathematics
2541,Instructing
2542,Reading Comprehension
2543,Speaking
2544,Writing
2545,Active Learning
2546,Active Listening
2547,Critical Thinking
2548,Judgment and Decision Making
2549,Learning Strategies
2550,Complex Problem Solving
2551,Monitoring
2552,Social Perceptiveness
2553,Systems Analysis
2554,Systems Evaluation
2555,Mathematics
2556,Service Orientation
2557,Time Management
2558,Coordination
2559,Negotiation
2560,Persuasion
2561,Programming
2562,Mathematics
2563,Speaking
2564,Active Listening
2565,Instructing
2566,Reading Comprehension
2567,Critical Thinking
2568,Learning Strategies
2569,Monitoring
2570,Writing
2571,Active Learning
2572,Complex Problem Solving
2573,Judgment and Decision Making
2574,Systems Evaluation
2575,Time Management
2576,Coordination
2577,Service Orientation
2578,Social Perceptiveness
2579,Instructing
2580,Learning Strategies
2581,Reading Comprehension
2582,Speaking
2583,Active Listening
2584,Writing
2585,Active Learning
2586,Critical Thinking
2587,Judgment and Decision Making
2588,Monitoring
2589,Complex Problem Solving
2590,Social Perceptiveness
2591,Coordination
2592,Systems Analysis
2593,Systems Evaluation
2594,Time Management
2595,Operations Analysis
2596,Service Orientation
2597,Negotiation
2598,Persuasion
2599,Instructing
2600,Learning Strategies
2601,Speaking
2602,Active Listening
2603,Reading Comprehension
2604,Critical Thinking
2605,Mathematics
2606,Writing
2607,Judgment and Decision Making
2608,Active Learning
2609,Science
2610,Monitoring
2611,Complex Problem Solving
2612,Coordination
2613,Systems Analysis
2614,Systems Evaluation
2615,Time Management
2616,Social Perceptiveness
2617,Instructing
2618,Learning Strategies
2619,Reading Comprehension
2620,Speaking
2621,Active Learning
2622,Active Listening
2623,Critical Thinking
2624,Writing
2625,Monitoring
2626,Judgment and Decision Making
2627,Complex Problem Solving
2628,Coordination
2629,Science
2630,Time Management
2631,Social Perceptiveness
2632,Systems Evaluation
2633,Mathematics
2634,Speaking
2635,Instructing
2636,Learning Strategies
2637,Active Learning
2638,Active Listening
2639,Reading Comprehension
2640,Science
2641,Writing
2642,Critical Thinking
2643,Monitoring
2644,Judgment and Decision Making
2645,Complex Problem Solving
2646,Time Management
2647,Social Perceptiveness
2648,Mathematics
2649,Service Orientation
2650,Systems Analysis
2651,Systems Evaluation
2652,Coordination
2653,Instructing
2654,Learning Strategies
2655,Reading Comprehension
2656,Writing
2657,Active Learning
2658,Active Listening
2659,Speaking
2660,Complex Problem Solving
2661,Critical Thinking
2662,Monitoring
2663,Judgment and Decision Making
2664,Science
2665,Social Perceptiveness
2666,Time Management
2667,Coordination
2668,Systems Evaluation
2669,Mathematics
2670,Negotiation
2671,Persuasion
2672,Service Orientation
2673,Systems Analysis
2674,Speaking
2675,Active Listening
2676,Critical Thinking
2677,Instructing
2678,Reading Comprehension
2679,Science
2680,Writing
2681,Active Learning
2682,Learning Strategies
2683,Complex Problem Solving
2684,Monitoring
2685,Judgment and Decision Making
2686,Mathematics
2687,Social Perceptiveness
2688,Systems Analysis
2689,Coordination
2690,Service Orientation
2691,Systems Evaluation
2692,Time Management
2693,Reading Comprehension
2694,Speaking
2695,Writing
2696,Active Learning
2697,Active Listening
2698,Critical Thinking
2699,Learning Strategies
2700,Monitoring
2701,Science
2702,Complex Problem Solving
2703,Instructing
2704,Judgment and Decision Making
2705,Mathematics
2706,Social Perceptiveness
2707,Systems Analysis
2708,Coordination
2709,Persuasion
2710,Service Orientation
2711,Time Management
2712,Reading Comprehension
2713,Speaking
2714,Active Listening
2715,Critical Thinking
2716,Instructing
2717,Learning Strategies
2718,Science
2719,Writing
2720,Active Learning
2721,Monitoring
2722,Complex Problem Solving
2723,Judgment and Decision Making
2724,Systems Analysis
2725,Systems Evaluation
2726,Coordination
2727,Mathematics
2728,Service Orientation
2729,Social Perceptiveness
2730,Time Management
2731,Instructing
2732,Reading Comprehension
2733,Science
2734,Speaking
2735,Active Learning
2736,Active Listening
2737,Critical Thinking
2738,Learning Strategies
2739,Writing
2740,Judgment and Decision Making
2741,Complex Problem Solving
2742,Mathematics
2743,Monitoring
2744,Time Management
2745,Coordination
2746,Social Perceptiveness
2747,Management of Personnel Resources
2748,Persuasion
2749,Service Orientation
2750,Speaking
2751,Learning Strategies
2752,Reading Comprehension
2753,Active Listening
2754,Instructing
2755,Writing
2756,Active Learning
2757,Critical Thinking
2758,Judgment and Decision Making
2759,Monitoring
2760,Science
2761,Complex Problem Solving
2762,Time Management
2763,Social Perceptiveness
2764,Systems Evaluation
2765,Coordination
2766,Service Orientation
2767,Systems Analysis
2768,Negotiation
2769,Persuasion
2770,Reading Comprehension
2771,Instructing
2772,Speaking
2773,Active Learning
2774,Active Listening
2775,Learning Strategies
2776,Writing
2777,Complex Problem Solving
2778,Critical Thinking
2779,Social Perceptiveness
2780,Judgment and Decision Making
2781,Time Management
2782,Monitoring
2783,Persuasion
2784,Service Orientation
2785,Systems Analysis
2786,Systems Evaluation
2787,Coordination
2788,Speaking
2789,Active Listening
2790,Instructing
2791,Reading Comprehension
2792,Writing
2793,Critical Thinking
2794,Learning Strategies
2795,Active Learning
2796,Judgment and Decision Making
2797,Complex Problem Solving
2798,Mathematics
2799,Systems Evaluation
2800,Monitoring
2801,Social Perceptiveness
2802,Systems Analysis
2803,Instructing
2804,Speaking
2805,Writing
2806,Active Listening
2807,Reading Comprehension
2808,Active Learning
2809,Complex Problem Solving
2810,Critical Thinking
2811,Learning Strategies
2812,Judgment and Decision Making
2813,Time Management
2814,Monitoring
2815,Science
2816,Social Perceptiveness
2817,Coordination
2818,Persuasion
2819,Systems Analysis
2820,Speaking
2821,Reading Comprehension
2822,Active Learning
2823,Active Listening
2824,Instructing
2825,Writing
2826,Critical Thinking
2827,Learning Strategies
2828,Complex Problem Solving
2829,Judgment and Decision Making
2830,Coordination
2831,Persuasion
2832,Social Perceptiveness
2833,Monitoring
2834,Service Orientation
2835,Time Management
2836,Learning Strategies
2837,Instructing
2838,Reading Comprehension
2839,Speaking
2840,Active Listening
2841,Writing
2842,Active Learning
2843,Critical Thinking
2844,Complex Problem Solving
2845,Judgment and Decision Making
2846,Social Perceptiveness
2847,Monitoring
2848,Science
2849,Coordination
2850,Systems Analysis
2851,Systems Evaluation
2852,Mathematics
2853,Service Orientation
2854,Time Management
2855,Speaking
2856,Active Listening
2857,Instructing
2858,Learning Strategies
2859,Reading Comprehension
2860,Writing
2861,Critical Thinking
2862,Monitoring
2863,Active Learning
2864,Social Perceptiveness
2865,Time Management
2866,Judgment and Decision Making
2867,Complex Problem Solving
2868,Service Orientation
2869,Instructing
2870,Reading Comprehension
2871,Speaking
2872,Active Learning
2873,Active Listening
2874,Critical Thinking
2875,Learning Strategies
2876,Writing
2877,Judgment and Decision Making
2878,Complex Problem Solving
2879,Time Management
2880,Monitoring
2881,Science
2882,Social Perceptiveness
2883,Coordination
2884,Mathematics
2885,Negotiation
2886,Persuasion
2887,Service Orientation
2888,Instructing
2889,Learning Strategies
2890,Speaking
2891,Active Listening
2892,Reading Comprehension
2893,Writing
2894,Active Learning
2895,Critical Thinking
2896,Judgment and Decision Making
2897,Monitoring
2898,Coordination
2899,Social Perceptiveness
2900,Complex Problem Solving
2901,Service Orientation
2902,Time Management
2903,Persuasion
2904,Systems Analysis
2905,Systems Evaluation
2906,Management of Personnel Resources
2907,Negotiation
2908,Speaking
2909,Reading Comprehension
2910,Active Listening
2911,Instructing
2912,Learning Strategies
2913,Active Learning
2914,Writing
2915,Monitoring
2916,Complex Problem Solving
2917,Critical Thinking
2918,Time Management
2919,Social Perceptiveness
2920,Judgment and Decision Making
2921,Systems Analysis
2922,Systems Evaluation
2923,Coordination
2924,Service Orientation
2925,Instructing
2926,Reading Comprehension
2927,Speaking
2928,Active Learning
2929,Active Listening
2930,Critical Thinking
2931,Learning Strategies
2932,Monitoring
2933,Writing
2934,Complex Problem Solving
2935,Judgment and Decision Making
2936,Social Perceptiveness
2937,Coordination
2938,Systems Analysis
2939,Systems Evaluation
2940,Service Orientation
2941,Time Management
2942,Speaking
2943,Active Listening
2944,Critical Thinking
2945,Active Learning
2946,Instructing
2947,Learning Strategies
2948,Reading Comprehension
2949,Writing
2950,Monitoring
2951,Judgment and Decision Making
2952,Complex Problem Solving
2953,Social Perceptiveness
2954,Systems Analysis
2955,Time Management
2956,Service Orientation
2957,Speaking
2958,Active Listening
2959,Learning Strategies
2960,Reading Comprehension
2961,Instructing
2962,Active Learning
2963,Critical Thinking
2964,Writing
2965,Judgment and Decision Making
2966,Complex Problem Solving
2967,Monitoring
2968,Social Perceptiveness
2969,Systems Analysis
2970,Systems Evaluation
2971,Coordination
2972,Persuasion
2973,Instructing
2974,Speaking
2975,Learning Strategies
2976,Active Learning
2977,Active Listening
2978,Critical Thinking
2979,Reading Comprehension
2980,Writing
2981,Complex Problem Solving
2982,Monitoring
2983,Social Perceptiveness
2984,Judgment and Decision Making
2985,Coordination
2986,Service Orientation
2987,Systems Analysis
2988,Systems Evaluation
2989,Time Management
2990,Speaking
2991,Instructing
2992,Learning Strategies
2993,Active Learning
2994,Active Listening
2995,Reading Comprehension
2996,Writing
2997,Monitoring
2998,Critical Thinking
2999,Social Perceptiveness
3000,Time Management
3001,Complex Problem Solving
3002,Judgment and Decision Making
3003,Coordination
3004,Systems Analysis
3005,Active Listening
3006,Instructing
3007,Reading Comprehension
3008,Speaking
3009,Active Learning
3010,Learning Strategies
3011,Writing
3012,Critical Thinking
3013,Monitoring
3014,Complex Problem Solving
3015,Judgment and Decision Making
3016,Social Perceptiveness
3017,Time Management
3018,Coordination
3019,Negotiation
3020,Persuasion
3021,Service Orientation
3022,Systems Analysis
3023,Systems Evaluation
3024,Reading Comprehension
3025,Instructing
3026,Writing
3027,Speaking
3028,Active Listening
3029,Learning Strategies
3030,Active Learning
3031,Critical Thinking
3032,Monitoring
3033,Judgment and Decision Making
3034,Complex Problem Solving
3035,Service Orientation
3036,Social Perceptiveness
3037,Time Management
3038,Coordination
3039,Management of Personnel Resources
3040,Negotiation
3041,Persuasion
3042,Speaking
3043,Active Listening
3044,Instructing
3045,Learning Strategies
3046,Reading Comprehension
3047,Writing
3048,Active Learning
3049,Critical Thinking
3050,Monitoring
3051,Complex Problem Solving
3052,Judgment and Decision Making
3053,Social Perceptiveness
3054,Coordination
3055,Time Management
3056,Speaking
3057,Reading Comprehension
3058,Learning Strategies
3059,Writing
3060,Active Listening
3061,Instructing
3062,Active Learning
3063,Critical Thinking
3064,Time Management
3065,Judgment and Decision Making
3066,Monitoring
3067,Complex Problem Solving
3068,Social Perceptiveness
3069,Coordination
3070,Service Orientation
3071,Negotiation
3072,Persuasion
3073,Systems Analysis
3074,Reading Comprehension
3075,Active Listening
3076,Instructing
3077,Speaking
3078,Critical Thinking
3079,Writing
3080,Learning Strategies
3081,Active Learning
3082,Complex Problem Solving
3083,Judgment and Decision Making
3084,Social Perceptiveness
3085,Monitoring
3086,Systems Evaluation
3087,Coordination
3088,Service Orientation
3089,Systems Analysis
3090,Time Management
3091,Reading Comprehension
3092,Active Listening
3093,Instructing
3094,Speaking
3095,Learning Strategies
3096,Writing
3097,Complex Problem Solving
3098,Coordination
3099,Critical Thinking
3100,Monitoring
3101,Service Orientation
3102,Social Perceptiveness
3103,Active Learning
3104,Judgment and Decision Making
3105,Time Management
3106,Speaking
3107,Active Listening
3108,Instructing
3109,Learning Strategies
3110,Reading Comprehension
3111,Critical Thinking
3112,Active Learning
3113,Writing
3114,Monitoring
3115,Complex Problem Solving
3116,Judgment and Decision Making
3117,Social Perceptiveness
3118,Systems Analysis
3119,Systems Evaluation
3120,Coordination
3121,Time Management
3122,Instructing
3123,Speaking
3124,Active Listening
3125,Learning Strategies
3126,Reading Comprehension
3127,Writing
3128,Critical Thinking
3129,Judgment and Decision Making
3130,Monitoring
3131,Time Management
3132,Complex Problem Solving
3133,Active Learning
3134,Coordination
3135,Persuasion
3136,Social Perceptiveness
3137,Systems Analysis
3138,Negotiation
3139,Service Orientation
3140,Systems Evaluation
3141,Active Listening
3142,Instructing
3143,Learning Strategies
3144,Active Learning
3145,Reading Comprehension
3146,Speaking
3147,Critical Thinking
3148,Monitoring
3149,Writing
3150,Complex Problem Solving
3151,Judgment and Decision Making
3152,Social Perceptiveness
3153,Coordination
3154,Negotiation
3155,Persuasion
3156,Service Orientation
3157,Time Management
3158,Speaking
3159,Active Listening
3160,Instructing
3161,Learning Strategies
3162,Reading Comprehension
3163,Critical Thinking
3164,Monitoring
3165,Social Perceptiveness
3166,Writing
3167,Active Learning
3168,Coordination
3169,Judgment and Decision Making
3170,Complex Problem Solving
3171,Service Orientation
3172,Systems Analysis
3173,Systems Evaluation
3174,Time Management
3175,Instructing
3176,Active Listening
3177,Reading Comprehension
3178,Speaking
3179,Critical Thinking
3180,Learning Strategies
3181,Monitoring
3182,Writing
3183,Complex Problem Solving
3184,Coordination
3185,Service Orientation
3186,Social Perceptiveness
3187,Active Learning
3188,Judgment and Decision Making
3189,Time Management
3190,Persuasion
3191,Systems Evaluation
3192,Negotiation
3193,Instructing
3194,Speaking
3195,Active Listening
3196,Learning Strategies
3197,Reading Comprehension
3198,Critical Thinking
3199,Monitoring
3200,Social Perceptiveness
3201,Judgment and Decision Making
3202,Writing
3203,Active Learning
3204,Complex Problem Solving
3205,Coordination
3206,Time Management
3207,Negotiation
3208,Service Orientation
3209,Systems Analysis
3210,Systems Evaluation
3211,Persuasion
3212,Instructing
3213,Speaking
3214,Learning Strategies
3215,Active Listening
3216,Critical Thinking
3217,Reading Comprehension
3218,Coordination
3219,Monitoring
3220,Social Perceptiveness
3221,Writing
3222,Active Learning
3223,Judgment and Decision Making
3224,Service Orientation
3225,Time Management
3226,Complex Problem Solving
3227,Systems Analysis
3228,Systems Evaluation
3229,Negotiation
3230,Persuasion
3231,Instructing
3232,Speaking
3233,Active Listening
3234,Learning Strategies
3235,Reading Comprehension
3236,Social Perceptiveness
3237,Writing
3238,Monitoring
3239,Time Management
3240,Active Learning
3241,Complex Problem Solving
3242,Coordination
3243,Critical Thinking
3244,Judgment and Decision Making
3245,Service Orientation
3246,Negotiation
3247,Persuasion
3248,Management of Personnel Resources
3249,Mathematics
3250,Systems Analysis
3251,Systems Evaluation
3252,Instructing
3253,Speaking
3254,Active Listening
3255,Learning Strategies
3256,Coordination
3257,Critical Thinking
3258,Monitoring
3259,Reading Comprehension
3260,Social Perceptiveness
3261,Service Orientation
3262,Active Learning
3263,Judgment and Decision Making
3264,Complex Problem Solving
3265,Persuasion
3266,Time Management
3267,Writing
3268,Instructing
3269,Social Perceptiveness
3270,Active Listening
3271,Learning Strategies
3272,Monitoring
3273,Speaking
3274,Coordination
3275,Reading Comprehension
3276,Time Management
3277,Service Orientation
3278,Judgment and Decision Making
3279,Complex Problem Solving
3280,Active Learning
3281,Critical Thinking
3282,Persuasion
3283,Writing
3284,Negotiation
3285,Management of Personnel Resources
3286,Systems Evaluation
3287,Learning Strategies
3288,Instructing
3289,Speaking
3290,Writing
3291,Active Listening
3292,Monitoring
3293,Reading Comprehension
3294,Active Learning
3295,Complex Problem Solving
3296,Coordination
3297,Critical Thinking
3298,Social Perceptiveness
3299,Judgment and Decision Making
3300,Service Orientation
3301,Time Management
3302,Persuasion
3303,Systems Analysis
3304,Systems Evaluation
3305,Management of Personnel Resources
3306,Negotiation
3307,Speaking
3308,Active Listening
3309,Critical Thinking
3310,Reading Comprehension
3311,Social Perceptiveness
3312,Learning Strategies
3313,Monitoring
3314,Writing
3315,Active Learning
3316,Instructing
3317,Service Orientation
3318,Judgment and Decision Making
3319,Complex Problem Solving
3320,Coordination
3321,Systems Analysis
3322,Systems Evaluation
3323,Time Management
3324,Persuasion
3325,Instructing
3326,Speaking
3327,Active Learning
3328,Active Listening
3329,Learning Strategies
3330,Critical Thinking
3331,Reading Comprehension
3332,Social Perceptiveness
3333,Time Management
3334,Coordination
3335,Monitoring
3336,Service Orientation
3337,Writing
3338,Complex Problem Solving
3339,Judgment and Decision Making
3340,Negotiation
3341,Persuasion
3342,Management of Personnel Resources
3343,Learning Strategies
3344,Active Listening
3345,Instructing
3346,Reading Comprehension
3347,Service Orientation
3348,Social Perceptiveness
3349,Speaking
3350,Writing
3351,Coordination
3352,Monitoring
3353,Complex Problem Solving
3354,Critical Thinking
3355,Time Management
3356,Judgment and Decision Making
3357,Active Learning
3358,Persuasion
3359,Negotiation
3360,Instructing
3361,Active Listening
3362,Learning Strategies
3363,Reading Comprehension
3364,Speaking
3365,Monitoring
3366,Writing
3367,Active Learning
3368,Critical Thinking
3369,Social Perceptiveness
3370,Judgment and Decision Making
3371,Service Orientation
3372,Time Management
3373,Complex Problem Solving
3374,Coordination
3375,Negotiation
3376,Speaking
3377,Active Listening
3378,Instructing
3379,Learning Strategies
3380,Active Learning
3381,Critical Thinking
3382,Monitoring
3383,Reading Comprehension
3384,Social Perceptiveness
3385,Coordination
3386,Judgment and Decision Making
3387,Service Orientation
3388,Writing
3389,Speaking
3390,Active Listening
3391,Instructing
3392,Learning Strategies
3393,Active Learning
3394,Critical Thinking
3395,Monitoring
3396,Reading Comprehension
3397,Social Perceptiveness
3398,Coordination
3399,Judgment and Decision Making
3400,Service Orientation
3401,Writing
3402,Speaking
3403,Active Listening
3404,Instructing
3405,Learning Strategies
3406,Active Learning
3407,Critical Thinking
3408,Monitoring
3409,Reading Comprehension
3410,Social Perceptiveness
3411,Coordination
3412,Judgment and Decision Making
3413,Service Orientation
3414,Writing
3415,Instructing
3416,Learning Strategies
3417,Active Listening
3418,Speaking
3419,Monitoring
3420,Reading Comprehension
3421,Social Perceptiveness
3422,Critical Thinking
3423,Writing
3424,Coordination
3425,Judgment and Decision Making
3426,Active Learning
3427,Service Orientation
3428,Time Management
3429,Operations Analysis
3430,Complex Problem Solving
3431,Persuasion
3432,Systems Analysis
3433,Systems Evaluation
3434,Management of Personnel Resources
3435,Negotiation
3436,Active Listening
3437,Social Perceptiveness
3438,Speaking
3439,Reading Comprehension
3440,Service Orientation
3441,Critical Thinking
3442,Writing
3443,Active Learning
3444,Complex Problem Solving
3445,Coordination
3446,Instructing
3447,Judgment and Decision Making
3448,Persuasion
3449,Learning Strategies
3450,Monitoring
3451,Negotiation
3452,Time Management
3453,Systems Analysis
3454,Systems Evaluation
3455,Management of Personnel Resources
3456,Active Listening
3457,Reading Comprehension
3458,Critical Thinking
3459,Speaking
3460,Writing
3461,Mathematics
3462,Judgment and Decision Making
3463,Complex Problem Solving
3464,Active Learning
3465,Monitoring
3466,Time Management
3467,Systems Analysis
3468,Persuasion
3469,Coordination
3470,Social Perceptiveness
3471,Negotiation
3472,Service Orientation
3473,Active Listening
3474,Reading Comprehension
3475,Critical Thinking
3476,Mathematics
3477,Speaking
3478,Complex Problem Solving
3479,Judgment and Decision Making
3480,Active Learning
3481,Writing
3482,Management of Financial Resources
3483,Monitoring
3484,Systems Analysis
3485,Coordination
3486,Social Perceptiveness
3487,Time Management
3488,Reading Comprehension
3489,Active Listening
3490,Critical Thinking
3491,Speaking
3492,Active Learning
3493,Mathematics
3494,Monitoring
3495,Complex Problem Solving
3496,Judgment and Decision Making
3497,Service Orientation
3498,Social Perceptiveness
3499,Writing
3500,Active Listening
3501,Reading Comprehension
3502,Speaking
3503,Writing
3504,Critical Thinking
3505,Judgment and Decision Making
3506,Complex Problem Solving
3507,Service Orientation
3508,Persuasion
3509,Social Perceptiveness
3510,Active Learning
3511,Mathematics
3512,Systems Analysis
3513,Systems Evaluation
3514,Coordination
3515,Monitoring
3516,Instructing
3517,Management of Financial Resources
3518,Negotiation
3519,Time Management
3520,Critical Thinking
3521,Active Learning
3522,Reading Comprehension
3523,Speaking
3524,Active Listening
3525,Mathematics
3526,Judgment and Decision Making
3527,Writing
3528,Complex Problem Solving
3529,Monitoring
3530,Service Orientation
3531,Social Perceptiveness
3532,Time Management
3533,Critical Thinking
3534,Reading Comprehension
3535,Active Listening
3536,Speaking
3537,Writing
3538,Complex Problem Solving
3539,Judgment and Decision Making
3540,Monitoring
3541,Active Learning
3542,Coordination
3543,Mathematics
3544,Social Perceptiveness
3545,Systems Analysis
3546,Systems Evaluation
3547,Management of Personnel Resources
3548,Time Management
3549,Instructing
3550,Learning Strategies
3551,Service Orientation
3552,Critical Thinking
3553,Active Listening
3554,Coordination
3555,Monitoring
3556,Reading Comprehension
3557,Speaking
3558,Complex Problem Solving
3559,Judgment and Decision Making
3560,Social Perceptiveness
3561,Active Learning
3562,Systems Analysis
3563,Time Management
3564,Writing
3565,Management of Personnel Resources
3566,Negotiation
3567,Persuasion
3568,Service Orientation
3569,Systems Evaluation
3570,Instructing
3571,Operations Analysis
3572,Learning Strategies
3573,Mathematics
3574,Active Listening
3575,Critical Thinking
3576,Reading Comprehension
3577,Judgment and Decision Making
3578,Speaking
3579,Systems Evaluation
3580,Writing
3581,Complex Problem Solving
3582,Monitoring
3583,Social Perceptiveness
3584,Systems Analysis
3585,Coordination
3586,Active Learning
3587,Instructing
3588,Operations Analysis
3589,Persuasion
3590,Service Orientation
3591,Time Management
3592,Learning Strategies
3593,Management of Personnel Resources
3594,Mathematics
3595,Negotiation
3596,Speaking
3597,Active Listening
3598,Reading Comprehension
3599,Critical Thinking
3600,Writing
3601,Service Orientation
3602,Social Perceptiveness
3603,Active Learning
3604,Judgment and Decision Making
3605,Complex Problem Solving
3606,Instructing
3607,Coordination
3608,Learning Strategies
3609,Monitoring
3610,Negotiation
3611,Time Management
3612,Active Listening
3613,Speaking
3614,Negotiation
3615,Reading Comprehension
3616,Persuasion
3617,Writing
3618,Critical Thinking
3619,Social Perceptiveness
3620,Complex Problem Solving
3621,Judgment and Decision Making
3622,Active Learning
3623,Monitoring
3624,Service Orientation
3625,Time Management
3626,Coordination
3627,Learning Strategies
3628,Systems Analysis
3629,Systems Evaluation
3630,Instructing
3631,Management of Personnel Resources
3632,Critical Thinking
3633,Reading Comprehension
3634,Active Listening
3635,Speaking
3636,Active Learning
3637,Complex Problem Solving
3638,Judgment and Decision Making
3639,Writing
3640,Monitoring
3641,Instructing
3642,Persuasion
3643,Social Perceptiveness
3644,Systems Analysis
3645,Coordination
3646,Learning Strategies
3647,Negotiation
3648,Service Orientation
3649,Systems Evaluation
3650,Time Management
3651,Active Listening
3652,Social Perceptiveness
3653,Speaking
3654,Reading Comprehension
3655,Service Orientation
3656,Critical Thinking
3657,Writing
3658,Active Learning
3659,Complex Problem Solving
3660,Coordination
3661,Instructing
3662,Judgment and Decision Making
3663,Persuasion
3664,Learning Strategies
3665,Monitoring
3666,Negotiation
3667,Time Management
3668,Systems Analysis
3669,Systems Evaluation
3670,Management of Personnel Resources
3671,Instructing
3672,Learning Strategies
3673,Active Listening
3674,Speaking
3675,Monitoring
3676,Reading Comprehension
3677,Social Perceptiveness
3678,Critical Thinking
3679,Writing
3680,Coordination
3681,Judgment and Decision Making
3682,Active Learning
3683,Service Orientation
3684,Time Management
3685,Operations Analysis
3686,Complex Problem Solving
3687,Persuasion
3688,Systems Analysis
3689,Systems Evaluation
3690,Management of Personnel Resources
3691,Negotiation
3692,Critical Thinking
3693,Reading Comprehension
3694,Writing
3695,Active Listening
3696,Complex Problem Solving
3697,Speaking
3698,Judgment and Decision Making
3699,Active Learning
3700,Mathematics
3701,Monitoring
3702,Persuasion
3703,Social Perceptiveness
3704,Systems Analysis
3705,Systems Evaluation
3706,Coordination
3707,Learning Strategies
3708,Time Management
3709,Reading Comprehension
3710,Writing
3711,Active Listening
3712,Speaking
3713,Critical Thinking
3714,Complex Problem Solving
3715,Judgment and Decision Making
3716,Coordination
3717,Persuasion
3718,Social Perceptiveness
3719,Time Management
3720,Active Learning
3721,Monitoring
3722,Active Listening
3723,Speaking
3724,Coordination
3725,Social Perceptiveness
3726,Time Management
3727,Writing
3728,Critical Thinking
3729,Reading Comprehension
3730,Persuasion
3731,Complex Problem Solving
3732,Judgment and Decision Making
3733,Negotiation
3734,Active Learning
3735,Service Orientation
3736,Monitoring
3737,Systems Analysis
3738,Systems Evaluation
3739,Instructing
3740,Active Listening
3741,Management of Personnel Resources
3742,Monitoring
3743,Speaking
3744,Coordination
3745,Judgment and Decision Making
3746,Social Perceptiveness
3747,Time Management
3748,Persuasion
3749,Complex Problem Solving
3750,Critical Thinking
3751,Negotiation
3752,Reading Comprehension
3753,Writing
3754,Active Learning
3755,Instructing
3756,Learning Strategies
3757,Service Orientation
3758,Systems Analysis
3759,Systems Evaluation
3760,Mathematics
3761,Persuasion
3762,Speaking
3763,Active Listening
3764,Negotiation
3765,Social Perceptiveness
3766,Reading Comprehension
3767,Service Orientation
3768,Coordination
3769,Active Learning
3770,Complex Problem Solving
3771,Critical Thinking
3772,Writing
3773,Judgment and Decision Making
3774,Monitoring
3775,Time Management
3776,Active Listening
3777,Management of Personnel Resources
3778,Monitoring
3779,Speaking
3780,Coordination
3781,Judgment and Decision Making
3782,Social Perceptiveness
3783,Time Management
3784,Persuasion
3785,Complex Problem Solving
3786,Critical Thinking
3787,Negotiation
3788,Reading Comprehension
3789,Writing
3790,Active Learning
3791,Instructing
3792,Learning Strategies
3793,Service Orientation
3794,Systems Analysis
3795,Systems Evaluation
3796,Mathematics
3797,Persuasion
3798,Speaking
3799,Active Listening
3800,Negotiation
3801,Social Perceptiveness
3802,Reading Comprehension
3803,Service Orientation
3804,Coordination
3805,Active Learning
3806,Complex Problem Solving
3807,Critical Thinking
3808,Writing
3809,Judgment and Decision Making
3810,Monitoring
3811,Time Management
3812,Persuasion
3813,Critical Thinking
3814,Reading Comprehension
3815,Social Perceptiveness
3816,Speaking
3817,Active Listening
3818,Judgment and Decision Making
3819,Negotiation
3820,Writing
3821,Active Learning
3822,Complex Problem Solving
3823,Service Orientation
3824,Systems Analysis
3825,Systems Evaluation
3826,Time Management
3827,Coordination
3828,Instructing
3829,Learning Strategies
3830,Mathematics
3831,Monitoring
3832,Complex Problem Solving
3833,Critical Thinking
3834,Judgment and Decision Making
3835,Active Listening
3836,Reading Comprehension
3837,Systems Analysis
3838,Programming
3839,Systems Evaluation
3840,Active Learning
3841,Speaking
3842,Mathematics
3843,Time Management
3844,Writing
3845,Monitoring
3846,Operations Analysis
3847,Science
3848,Technology Design
3849,Coordination
3850,Instructing
3851,Learning Strategies
3852,Social Perceptiveness
3853,Active Listening
3854,Critical Thinking
3855,Reading Comprehension
3856,Speaking
3857,Systems Analysis
3858,Active Learning
3859,Writing
3860,Complex Problem Solving
3861,Judgment and Decision Making
